Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),Chronos_Predicted
2025-08-05,1641.95,1649.95,1635.15,1640.05,15695982,254.9,1452.548828125
2025-08-06,1645.2,1654.1,1611.45,1620.7,28279577,628.3,1452.548828125
2025-08-07,1620.0,1645.85,1616.15,1636.8,24477183,470.95,1452.548828125
2025-08-08,1643.65,1656.25,1630.6,1635.1,28375856,415.72,1445.428466796875
2025-08-11,1636.6,1645.9,1625.9,1637.7,22427707,330.56,1445.428466796875
2025-08-12,1640.15,1662.4,1639.5,1647.55,15058468,331.95,1438.30810546875
2025-08-13,1659.75,1667.9,1647.2,1662.0,21656436,486.43,1438.30810546875
2025-08-14,1670.35,1670.35,1649.65,1653.15,10143689,215.2,1438.30810546875
2025-08-18,1668.15,1670.65,1647.2,1649.45,16130828,259.64,1452.548828125
2025-08-19,1656.3,1674.4,1653.3,1671.5,16479308,300.05,1459.6691284179688
2025-08-20,1662.95,1663.7,1634.75,1638.45,22932801,1518.84,1452.548828125
2025-08-21,1633.3,1646.85,1625.95,1638.4,33537239,1423.72,1445.428466796875
2025-08-22,1639.0,1660.65,1636.4,1653.95,52178793,1015.29,1452.548828125
2025-08-25,1655.75,1656.7,1617.9,1626.25,24477891,1435.63,1452.548828125
2025-08-26,1623.2,1629.25,1605.35,1614.05,18752947,722.53,1452.548828125
2025-08-28,1610.75,1619.15,1597.7,1606.35,13483924,428.84,1445.428466796875
2025-08-29,1610.25,1622.25,1597.7,1612.0,20040202,513.81,1438.30810546875
2025-09-01,1619.85,1624.65,1603.35,1606.85,19625469,371.87,1445.428466796875
2025-09-02,1610.65,1636.95,1606.3,1622.6,17916818,368.55,1452.548828125
2025-09-03,1626.8,1635.0,1614.8,1621.95,14170384,262.55,1445.428466796875
2025-09-04,1637.2,1637.65,1606.1,1611.0,13493580,281.08,1452.548828125
2025-09-05,1616.75,1628.0,1605.35,1620.45,17823073,287.28,1459.6691284179688
2025-09-08,1624.35,1632.95,1617.7,1621.2,17058997,227.93,1452.548828125
2025-09-09,1625.1,1634.2,1618.3,1621.25,11267075,213.08,1466.7894287109375
2025-09-10,1628.45,1638.3,1606.35,1610.95,17650720,316.89,1473.9097900390625
2025-09-11,1615.35,1640.05,1615.15,1627.45,21756979,291.57,1473.9097900390625
2025-09-12,1632.3,1635.05,1618.25,1621.05,17292171,171.9,1466.7894287109375
2025-09-15,1624.0,1629.85,1611.55,1613.7,14736914,205.71,1466.7894287109375
2025-09-16,1620.4,1633.95,1618.3,1627.65,21985316,221.47,1438.3081665039062
2025-09-17,1633.15,1641.4,1628.65,1632.5,28942426,221.75,1438.3081665039062
2025-09-18,1641.15,1643.8,1625.3,1627.65,13880698,244.63,1431.1878051757812
2025-09-19,1631.1,1636.95,1615.85,1619.45,26093244,355.43,1424.0675048828125
2025-09-22,1620.9,1635.15,1618.9,1627.3,25576413,362.31,1452.5487670898438
2025-09-23,1631.0,1634.85,1608.85,1616.55,12370017,165.25,1431.1878051757812
